Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Household Income,% over 25 completed hs,% below poverty level,Police Killings Yes/No
IN,Whiting city,76.3,3.5,0.7,0.7,40.7,52586,87.8,16.6,
IN,Wilkinson town,99.3,0,0,0,2,55250,90,13.9,
IN,Williams CDP,96.9,0,0.3,0.7,0.3,43139,94.2,27,
IN,Williams Creek town,96.1,1,0,1.5,2.5,174375,99.2,6.8,
IN,Williamsport town,98.3,0.3,0.1,0.5,1,41250,81.9,13.1,
IN,Winamac town,97.2,0.5,0.3,0.4,2.3,38514,85.8,21.7,
IN,Winchester city,96.1,0.5,0.5,0.5,2.6,33333,87.2,18.7,
IN,Windfall City town,97.2,0.3,0.3,0.3,5.4,38365,77.8,19.1,
IN,Winfield town,88.5,3.7,0.4,3.5,8.9,82193,93.8,2.2,
IN,Wingate town,100,0,0,0,0,42917,88.8,14.4,
IN,Winona Lake town,92.2,1.5,0.1,1,7.4,51818,91.4,11,
IN,Winslow town,97.8,0.1,0.6,0.1,2.1,39375,81.6,26.4,
IN,Wolcott town,95.3,0.3,0.1,0.3,2.6,53462,91.2,7.3,
IN,Wolcottville town,96,0.5,0.7,0.8,1.8,44671,74.2,15.9,
IN,Woodburn city,98.6,0,0.2,0.1,1.1,52989,89.6,8.4,
IN,Woodlawn Heights town,97.5,0,0,0,3.8,117500,100,0,
IN,Worthington town,98.5,0.1,0.3,0.1,1.4,32656,80.5,24.1,
IN,Wynnedale town,61,35.9,0,1.3,0.9,102917,97.9,1.9,
IN,Yeoman town,100,0,0,0,0,44375,85.1,16.8,
IN,Yorktown town,95.3,1.6,0.2,1.5,1.3,59833,95.2,5.3,
IN,Zanesville town,98.5,0.2,0.2,0,1.5,58000,88.3,5.2,
IN,Zionsville town,94,1.2,0.1,2.7,2.1,107604,98,2.7,
IA,Ackley city,94.8,0.1,0.1,0,8.8,44063,87.1,13.8,
IA,Ackworth city,100,0,0,0,1.2,40000,75.8,0,
IA,Adair city,98.1,0,0.1,0.5,1.3,48188,95.1,15.9,
IA,Adel city,97.6,0.3,0.2,0.5,2.1,35301,75.9,30.3,
IA,Afton city,98.6,0,0.5,0.1,0.9,42137,88.1,10.1,
IA,Agency city,97.6,0,1.3,0,2.4,37857,88.7,10.2,
IA,Ainsworth city,92.1,0.9,0,0,20.6,42212,81.2,17.9,
IA,Akron city,97.4,0.4,0.6,0.1,0.5,41161,87.4,9.7,
IA,Albert City city,98,0.1,0,0.1,3,44342,92.3,10.5,
IA,Albia city,97.5,0.3,0.2,0.3,1.9,44230,86.8,13.4,
IA,Albion city,97.8,0.2,0,0,1.8,52813,92.4,25.6,
IA,Alburnett city,98.1,0,0.4,0,1.2,66875,95.8,3.5,
IA,Alden city,97.5,0.5,0.1,0.3,1.1,48173,84.2,7.7,
IA,Alexander city,96,0,0.6,0,6.9,37882,78.1,26.4,
IA,Algona city,97.2,0.5,0.1,0.7,1.4,50512,94.4,7.4,
IA,Alleman city,98.4,0,0,0.2,0,81818,96.9,1.3,
IA,Allerton city,99.2,0,0.2,0,0.2,39688,89.1,25.9,
IA,Allison city,99.4,0,0,0.1,0.2,52750,94.1,8.5,
IA,Alta city,91.3,1.6,0.2,1.2,15.7,46458,88.1,12.7,
IA,Alta Vista city,99.6,0,0,0,1.1,40000,93.1,8,
IA,Alton city,95.9,0.7,0.3,0.7,4.7,36250,90.3,24.4,
IA,Altoona city,95.1,1.1,0.1,1.1,2.9,69748,94.9,6.1,
IA,Alvord city,89.8,0,0,0,11.2,53750,95.5,3.9,
IA,Amana CDP,99.1,0,0,0,2.9,68625,98.7,0,
IA,Ames city,84.5,3.4,0.2,8.8,3.4,41616,97.4,30.5,
IA,Anamosa city,91.1,6.4,0.4,0.7,2,41092,90.1,19.6,
IA,Anderson CDP,93.8,0,0,6.2,0,-,-,-,
IA,Andover city,100,0,0,0,0,54063,89.3,0,
IA,Andrew city,98.8,0.5,0,0,0.5,44583,83.7,12.7,
IA,Anita city,99.5,0,0,0.2,0.6,40429,93.7,13.3,
IA,Ankeny city,94.7,1.2,0.1,2,2.3,75465,97.3,7.8,
IA,Anthon city,97.2,0,0.2,0,2.5,37159,90.8,17.4,
IA,Aplington city,99.2,0.1,0,0.2,0.3,51838,87.3,11.8,
IA,Arcadia city,97.7,0,0.4,0.2,0.8,79934,92.1,9.6,
IA,Archer city,89.3,0,0,3.1,7.6,30863,90.6,35.5,
IA,Aredale city,100,0,0,0,1.4,25000,79.1,13.2,
IA,Arion city,90.7,0,0,0,8.3,40750,68.3,16.2,
IA,Arispe city,100,0,0,0,0,36000,89.8,4.8,
IA,Arlington city,98.8,0,0.7,0.2,0,21429,71.2,37.5,
IA,Armstrong city,97.8,0,0.4,0.4,0.6,47000,89.6,7.2,
IA,Arnolds Park city,99.1,0.2,0.1,0,0.3,46518,95.1,11.8,
IA,Arthur city,98.1,0.5,0,0,1.5,40833,94.1,3.8,
IA,Asbury city,96.8,1,0,1.1,1.4,89559,96.3,1.8,
IA,Ashton city,95,1.3,0.4,0.2,3.1,39688,82,20.8,
IA,Aspinwall city,100,0,0,0,0,57500,86.7,16.7,
IA,Atalissa city,94.2,0,0,0.3,7.4,57500,85.5,5.2,
IA,Athelstan CDP,100,0,0,0,0,-,65.2,0,
IA,Atkins city,98.9,0.1,0.3,0.1,0.7,40122,79.6,8.8,
IA,Atlantic city,97,0.2,0.3,0.3,2.6,37397,90,15.3,Yes
IA,Auburn city,99.7,0,0,0.3,0,38342,94.3,31.8,
IA,Audubon city,98.9,0.2,0.3,0.2,0.7,37983,89.7,11.6,
IA,Aurelia city,96.3,0.3,0.2,0.6,2.6,50556,93.1,17.8,
IA,Aurora city,95.1,0.5,0,0,1.6,53011,86.5,15.3,
IA,Avoca city,98.8,0.2,0.1,0.1,1.9,50735,89.9,9.7,
IA,Ayrshire city,100,0,0,0,0,28750,91,13.8,
IA,Badger city,97.7,0.4,0.2,0.2,1.2,60536,97.9,4.9,
IA,Bagley city,93.4,0,1.7,0.3,7.3,45556,91.9,15.4,
IA,Baldwin city,100,0,0,0,0,33319,67.4,33.4,
IA,Balltown city,98.5,0,0,0,0,55938,78.2,4.4,
IA,Bancroft city,98.8,0.1,0.3,0,0.3,46319,91.9,13.6,
IA,Bankston city,100,0,0,0,0,113393,95.6,1.3,
IA,Barnes City city,99.4,0,0.6,0,0,37500,81.5,32.9,
IA,Barnum city,98.4,0,0,0,1,53750,90.2,14.8,
IA,Bartlett CDP,92,2,4,0,0,-,-,-,
IA,Bassett city,100,0,0,0,0,47813,96.5,2.9,
IA,Batavia city,99.2,0,0.2,0,3.6,92684,95.2,5.6,
IA,Battle Creek city,98.2,0.6,0,0.8,1.7,38056,89.7,10.3,
IA,Baxter city,97.7,0.3,0.5,0.1,1.3,53500,90.2,8.4,
IA,Bayard city,98.7,0.2,0,0.4,1.1,47721,85.7,26,
IA,Beacon city,98,0.6,1.2,0,2,32917,75.5,27.2,
IA,Beaconsfield city,100,0,0,0,0,(X),84,56,
IA,Beaman city,96.9,0,0,0.5,1,53750,90.5,6.9,
IA,Beaver city,100,0,0,0,0,51250,90.7,0.8,
IA,Beaverdale CDP,95.6,1.5,0.3,0.2,1.8,57232,90.2,8.6,
IA,Bedford city,97.4,0.5,0.1,0.3,1.3,37706,85.6,19.8,
IA,Belle Plaine city,97.8,0.3,0,0.4,1.7,39732,88.1,20,
IA,Bellevue city,99,0.1,0.1,0,0.8,45843,85.5,11.3,
IA,Belmond city,93.2,0.1,0.2,0.3,12.1,38511,91.8,8.3,
IA,Bennett city,97.5,0.5,0,1.5,2.5,50556,84.5,6.3,
IA,Bentley CDP,94.9,0,0,0,1.7,110625,100,0,
IA,Benton city,95.1,0,0,0,4.9,51778,87,11.4,
IA,Berkley city,96.9,0,0,0,3.1,38750,70,4.5,
IA,Bernard city,100,0,0,0,0,53750,93.5,5,
IA,Bertram city,98,1.4,0,0,3.4,93750,96,5.5,
IA,Bettendorf city,91.9,2.2,0.2,3.1,3.6,75373,97,5.5,
IA,Bevington city,98.4,0,0,1.6,1.6,39167,79.3,9.3,
IA,Birmingham city,97.8,0.7,0,0,2,31061,85.1,30.9,
IA,Blairsburg city,99.5,0,0,0,0,52500,93.4,3.6,
IA,Blairstown city,97.8,0.7,0.1,0.1,4.3,50729,85.8,22.5,
IA,Blakesburg city,99.7,0,0,0,0,32500,85.9,30.4,
IA,Blanchard city,100,0,0,0,0,59375,78.6,16.7,
IA,Blencoe city,96.9,0,0.4,0.4,0.4,39792,90.4,16.7,
IA,Blockton city,99.5,0,0.5,0,2.1,30938,90.5,17.3,
IA,Bloomfield city,98.3,0.2,0.2,0.4,1.5,42234,92.7,17.3,
IA,Blue Grass city,97,1.2,0.4,0.2,1.8,64185,89,7.7,
IA,Bode city,90.4,0,1.3,0,7.6,41250,86.3,15.1,
IA,Bolan CDP,100,0,0,0,0,-,100,16.2,
IA,Bonaparte city,99.3,0,0,0.2,2.1,30909,90.4,27.4,
IA,Bondurant city,96.5,0.6,0.1,0.8,1.7,63542,92.3,5.9,
IA,Boone city,96.7,0.8,0.3,0.4,2,46486,94.3,10.9,
IA,Bouton city,98.4,0,0.8,0,0,40625,92.2,15.8,
IA,Boxholm city,99,0.5,0,0,1.5,33750,94.8,21.7,
IA,Boyden city,93.6,0.4,0.1,1.1,9.5,59250,86.4,13.8,
IA,Braddyville city,98.1,0,0,0,2.5,50500,97.5,12.3,
IA,Bradford CDP,100,0,0,0,1,42813,88.5,0,
IA,Bradgate city,100,0,0,0,2.3,35000,96.3,10.4,
IA,Brandon city,95.8,0.3,1.3,0,5.2,43750,83.5,19.9,
IA,Brayton city,98.4,0,0,0,0.8,37321,85.9,11.4,
IA,Breda city,98.8,0.4,0,0.2,0,59375,98.4,5.9,
IA,Bridgewater city,95.1,0,0,0.5,0.5,44107,98.2,8.5,
IA,Brighton city,98.8,0.3,0.2,0.2,2.8,22146,78.6,33,
IA,Bristow city,97.5,0,0,0.6,0,37188,83.2,37.2,
IA,Britt city,93.1,0.3,0.1,0.6,7.7,44432,89.7,6.5,
IA,Bronson city,97.8,0,0.6,0,1.2,68750,97.1,3.9,
IA,Brooklyn city,95.1,0.7,0,0.3,4,47284,92.1,10.4,
IA,Brunsville city,100,0,0,0,0.7,56250,97.5,5.4,
IA,Buckeye city,100,0,0,0,0,41786,83.1,31.8,
IA,Buck Grove city,100,0,0,0,0,30000,95.2,0,
IA,Buffalo city,97.2,0.5,0.1,0.2,2.5,44922,84.2,6.5,
IA,Buffalo Center city,96.1,0.6,0.6,0.2,6,41087,94.6,13.5,
IA,Burchinal CDP,97.5,2.5,0,0,0,(X),100,55.2,
IA,Burlington city,88.2,7.2,0.3,0.8,3.1,42457,81.7,14.9,
IA,Burr Oak CDP,97,0,0,0.6,2.4,46944,90.1,12.7,
IA,Burt city,97.9,0.2,0,0,1.3,39333,87.3,24.4,
IA,Bussey city,98.3,0,0.7,0.2,2.1,36250,88.9,17.4,
IA,Calamus city,95.9,0,0.2,0,1.6,55000,95.8,8.8,
IA,California Junction CDP,98.8,0,0,0,4.7,(X),73.2,0,
IA,Callender city,98.7,0.3,0.3,0,0,45313,84.5,17.6,
IA,Calmar city,98,0.3,0,0.1,2,44297,92.1,13.5,
IA,Calumet city,96.5,3.5,0,0,4.7,59063,97.3,12.5,
IA,Camanche city,97.6,0.6,0.2,0.4,2.1,56318,96.8,17.9,
IA,Cambridge city,97.1,0.4,0.5,0.6,2.9,28750,80.4,12,
IA,Cantril city,98.6,0,0,0.5,0.5,34583,83.6,21.6,
IA,Carbon city,97.1,0,2.9,0,2.9,28750,92.6,14.8,
IA,Carlisle city,96.7,0.4,0.1,0.5,2,47069,83.7,5.9,
IA,Carpenter city,98.2,1.8,0,0,0,(X),90.1,0,
IA,Carroll city,96,0.5,0.1,0.7,2.4,43078,91.2,11.8,
IA,Carson city,98.8,0,0.2,0.1,2.3,72421,79.6,10.9,Yes
IA,Carter Lake city,90.3,1,0.8,0.5,11.5,48333,88,13.6,
IA,Cascade city,96.2,0.4,0.1,0.2,3.6,37500,90.6,11.2,
IA,Casey city,96.7,0,0,2.1,1.4,41179,87.5,15,
IA,Castalia city,100,0,0,0,1.2,45357,85.7,10,
IA,Castana city,100,0,0,0,0.7,22143,92.2,21,
IA,Cedar Falls city,93.4,2.1,0.2,2.3,2,55808,95.4,18.5,
IA,Cedar Rapids city,88,5.6,0.3,2.2,3.3,53581,93.5,12.3,
IA,Center Junction city,100,0,0,0,4.5,55000,86.4,2.2,
IA,Center Point city,97.1,0.9,0.4,0.3,0.4,39944,87.1,25,
IA,Centerville city,96.5,0.9,0.4,0.3,1.9,54943,86.4,12.8,
IA,Central City city,98.3,0.6,0.2,0.2,1.2,47132,93.2,10.5,
IA,Centralia city,98.5,0,0,0,0,34455,87.7,26,
IA,Chapin CDP,95.4,0,0,0,4.6,(X),85.3,0,
IA,Chariton city,98.7,0.2,0,0.2,1.2,33167,88.2,15.7,
IA,Charles City city,92.7,2.5,0.2,2.5,2.6,39053,85.5,16.8,
IA,Charlotte city,87.8,0.8,0,2,11.7,47955,94.4,12.6,
IA,Charter Oak city,95.6,0.6,0,1.4,7.2,49167,86.7,9.7,
IA,Chatsworth city,98.7,0,0,0,1.3,39213,77.9,11.9,
IA,Chelsea city,79,0,3.4,0,34.1,85757,93.5,4.9,
IA,Cherokee city,95.5,1,0.3,0.7,2.9,40811,86.9,14.3,
IA,Chester city,99.2,0,0.8,0,0.8,41764,70.4,19.9,
IA,Chillicothe city,100,0,0,0,1,47429,89.4,13.8,
IA,Churdan city,94.6,1,0.8,1,0.8,38125,91.3,21.1,
IA,Cincinnati city,97.5,0,0,0.3,1.1,33500,83.5,14.6,
IA,Clare city,97.3,2.1,0,0,1.4,54583,97.3,3.6,
IA,Clarence city,97.8,0.2,0.3,0,1.4,44196,86.8,13,
IA,Clarinda city,89.2,5.6,1.1,1.5,3.2,42551,88,14.9,
IA,Clarion city,91.9,0.5,0.3,0.5,15.9,37583,90.3,18.2,
IA,Clarksville city,98,0.1,0.2,0.4,1.2,31452,78.1,24.9,
IA,Clayton city,100,0,0,0,0,131563,98.9,4,
IA,Clearfield city,97.8,0.6,0.3,0,1.7,32266,81,11.6,
IA,Clear Lake city,96.3,0.5,0.1,1.2,2.2,49219,95.2,15.9,
IA,Cleghorn city,95,0.8,0,0.4,3.8,46000,95.8,19.7,
IA,Clemons city,96.6,0,0,2.7,0.7,58750,92.9,2.4,
IA,Clermont city,98.3,0,0,1.1,1.4,51938,92.3,14.1,
IA,Climbing Hill CDP,97.9,0,0,0,0,84063,84.3,0,
IA,Clinton city,91,4.3,0.4,0.7,3.3,33882,81.8,23.3,
IA,Clio city,97.5,0,0,0,10,19539,63.1,31.4,
IA,Clive city,88.1,2.2,0.2,4,7.5,93160,93.9,2.6,
IA,Clutier city,92.5,0,0.5,0,8.9,38125,78.5,12.1,
IA,Coalville CDP,92.8,1.6,0.5,0.2,3.1,41875,96.7,27.7,
IA,Coburg city,95.2,0,0,0,0,43125,76,2.1,
IA,Coggon city,99.7,0.2,0,0,0.5,51719,87.7,10.3,
IA,Coin city,94.3,0,0,0,7.3,43125,81.8,11.9,
IA,Colesburg city,98,0,0,1,0,53594,85.4,6.5,
IA,Colfax city,98.3,0.3,0.4,0.1,0.9,48015,93.6,11.4,
IA,College Springs city,96.7,0,0,0,0,31786,91.7,16.6,
IA,Collins city,99,0,0,0.2,0.2,21033,62.8,41.3,
IA,Colo city,98.6,0.3,0.2,0,0.9,49688,93.3,10.6,
IA,Columbus City city,74.2,0,0,3.1,41.9,56103,65.2,9.2,
IA,Columbus Junction city,74.2,1.6,0.3,3.4,48,49167,66.8,17,
IA,Colwell city,97.3,0,0,0,0,46250,95.8,24.1,
IA,Conesville city,57.6,0.7,0,1.6,63,42692,62.4,22.6,
IA,Conrad city,97.9,0.4,0.2,0.3,0.6,45313,91.4,6.1,
IA,Conroy CDP,99.6,0,0,0,0.4,46758,93.7,0,
IA,Conway city,100,0,0,0,0,47504,92.9,18.4,
IA,Coon Rapids city,97.7,0.1,0.1,0,3.3,44674,92.2,16.8,
IA,Coppock city,93.6,0,0,0,0,29531,87.8,0,
IA,Coralville city,79.4,7.9,0.3,7.8,5.1,58744,95.3,12.3,
IA,Corley CDP,100,0,0,0,0,(X),81.4,18.6,
IA,Corning city,98.2,0.1,0.2,0.9,0.8,26660,77,22.8,
IA,Correctionville city,97.2,0.2,0.6,0.9,2.3,40119,89.7,11.4,
IA,Corwith city,97.7,0,0,0.3,4.2,37857,90.4,7,
IA,Corydon city,99,0.1,0.2,0.1,0.4,43646,89.4,14.3,
IA,Cotter city,100,0,0,0,29.2,32305,91.6,25.8,
IA,Coulter city,87.2,0.4,0,0,14.9,51250,84,11.6,
IA,Council Bluffs city,90.9,1.9,0.6,0.7,8.5,45551,86.9,16.3,
IA,Craig city,100,0,0,0,0,63229,89.3,13.9,
IA,Crawfordsville city,93.9,0.8,1.1,0,9.1,33943,83.2,24.7,
IA,Crescent city,98.4,0,0.2,0,1.8,81731,88.3,2.6,Yes
IA,Cresco city,97.3,0.4,0.1,0.4,1.6,47426,91.2,14.7,
IA,Creston city,96,1,0.3,0.6,2.3,40782,93.9,15.9,
IA,Cromwell city,100,0,0,0,0,62500,97.1,5.4,
IA,Crystal Lake city,97.2,1.6,0.4,0,4,81509,92.5,6.6,
IA,Cumberland city,98.9,0,0.4,0,0.4,26953,89.3,31.3,
IA,Cumming city,96.9,0.9,0,0.6,1.1,43491,81.1,20.7,
IA,Curlew city,98.3,1.7,0,0,0,31429,98,12.7,
IA,Cushing city,99.5,0,0,0,2.7,36667,94.2,6.2,
IA,Cylinder city,98.9,0,0,0,0,54750,97.8,2.8,
IA,Dakota City city,96,0.1,0.5,0.4,4.2,42708,90.1,6.9,
IA,Dallas Center city,98.2,0.6,0.2,0.1,0.7,69265,95.4,1.9,
IA,Dana city,91.5,8.5,0,0,2.8,30694,84.1,21.7,
IA,Danbury city,97.7,0,1.7,0.3,0,66676,82.5,12,
IA,Danville city,96.1,1.8,0.2,0.5,1.3,35365,63.5,27.7,
IA,Davenport city,80.7,10.8,0.4,2.2,7.3,36832,88.7,22.6,
IA,Davis City city,98,0,0.5,0,1,26875,79.9,31.7,
IA,Dawson city,93.1,0.8,0,0,4.6,22065,63.7,49.2,
IA,Dayton city,98.7,0.6,0,0,0.6,41806,96.3,15.4,
IA,Decatur City city,95.9,0,0.5,1,1,41250,79.3,17.2,
IA,Decorah city,94.6,1.5,0,2.2,2,50388,94.8,12.1,
IA,Dedham city,100,0,0,0,0.4,55000,94.2,4.6,
IA,Deep River city,100,0,0,0,0,38750,85.6,11.3,
IA,Defiance city,98.9,0,0.4,0.4,1.4,43500,91.3,18.2,
IA,Delaware city,99.4,0,0,0,0.6,48438,87.7,11.6,
IA,Delhi city,99.1,0,0,0,0.7,55000,91.6,11,
IA,Delmar city,97,1.5,0.2,0.2,1.5,49762,92.3,5.3,
IA,Deloit city,87.5,0,0,0,22,33500,71.5,24.4,
IA,Delphos city,100,0,0,0,0,11000,30,50,
IA,Delta city,97,1.8,0.3,0,0.6,42314,85.7,15.8,
IA,Denison city,70.6,2.3,0.6,1,42.1,44622,66,28.1,
IA,Denmark CDP,99.5,0,0.2,0,0.5,40833,86.7,12,
IA,Denver city,98.8,0.1,0.1,0.3,0.6,53637,86.1,17.3,
IA,Derby city,99.1,0,0,0,0,51596,85,15.4,
IA,Des Moines city,76.4,10.2,0.5,4.4,12,46290,87.3,20,
IA,De Soto city,96.6,0.7,0.5,0.2,1.8,35278,69.2,34.3,
IA,De Witt city,97.1,0.8,0.1,0.4,1.9,58750,96.6,12,
IA,Dexter city,98.5,1.1,0.2,0,2.8,54688,95.2,11.3,
IA,Diagonal city,97.9,0.3,1.8,0,0,37222,84,15.5,
IA,Diamondhead Lake CDP,98.1,0,0.3,0,1.9,88750,83.7,0,
IA,Dickens city,98.4,0,0,0.5,1.1,45625,89,25.9,
IA,Dike city,98.8,0.2,0,0.2,1.2,67500,96.9,3.6,
IA,Dixon city,96.8,1.2,0.8,0,0.4,72188,78.1,13.9,
IA,Dolliver city,100,0,0,0,0,49583,72.9,12.5,
IA,Donahue city,98.8,0.3,0,0,0.9,78750,92.5,4.4,
IA,Donnellson city,99,0.1,0.1,0.2,0.4,37656,91.4,14.8,
IA,Doon city,98.6,0,0,0,2.4,52708,88.3,5.6,
IA,Douds CDP,98.7,0,0,0.7,0,37857,100,0,
IA,Dougherty city,96.6,0,0,3.4,0,49375,90.2,4.4,
IA,Dow City city,93.1,0,0.2,0,9,36750,85.6,23.3,
IA,Dows city,93.3,1.3,0,0.2,18.4,36875,90.9,6.8,
IA,Drakesville city,99.5,0,0,0,0.5,30625,84.5,14.7,
IA,Dubuque city,91.7,4,0.3,1.1,2.4,47450,91.3,16.2,
IA,Dumont city,98.7,0.2,0,0,3.3,47917,87.6,20.2,
IA,Duncan CDP,94.7,0,0.8,0,3.1,(X),55.8,54.7,
IA,Duncombe city,96.1,0.5,0,0.7,1,37188,88,10.3,
IA,Dundee city,100,0,0,0,1.7,42083,92.5,10.5,
IA,Dunkerton city,96.1,1.1,0,0.7,2.6,55938,92.7,7.2,
IA,Dunlap city,98,0,0.7,0.2,0.8,50000,85.5,6.2,
IA,Durango city,100,0,0,0,0,57024,95.9,13.2,
IA,Durant city,98,0.1,0.2,0.3,1.7,60625,93.2,6.7,
IA,Dyersville city,97.6,0.9,0,0.2,1.3,49392,88.9,9.7,
IA,Dysart city,97.6,0.5,0.1,0.2,1.5,56875,93.1,12.1,
IA,Eagle Grove city,95.5,0.7,0,0.1,8.9,39654,83.9,12.3,
IA,Earlham city,98.3,0.1,0,0.5,0.8,59455,98.5,5.3,
IA,Earling city,97.9,0.2,1.4,0,1.1,44000,86,10.4,
IA,Earlville city,98.6,0,0,0.1,2.5,37381,86.3,17.1,
IA,Early city,93.2,1.4,0.2,0.2,4.5,40000,96.8,21.4,
IA,East Amana CDP,100,0,0,0,0,-,66.7,0,
IA,East Peru city,100,0,0,0,0,25000,79.2,33.3,
IA,Eddyville city,96.5,0.1,0.1,0.1,2.4,46518,95.5,15.2,
IA,Edgewood city,99.1,0,0.1,0,0.7,72321,95,5.9,
IA,Elberon city,96.4,0,0,0.5,2.6,53333,85.2,7.7,
IA,Eldon city,98.4,0.1,0.2,0,1.1,33083,83.7,16.1,
IA,Eldora city,94.8,2,0.3,0.6,3.7,46776,88.9,9,
IA,Eldridge city,96.8,0.5,0.2,0.5,2.1,57750,96.6,6.7,
IA,Elgin city,98.8,0.1,0.4,0,1,60499,77.9,13.6,
IA,Elkader city,98.7,0.1,0.3,0.2,0.3,46136,96.4,5.1,
IA,Elkhart city,95.6,1,0.3,0,3.8,35371,77.6,26.7,
IA,Elk Horn city,98.9,0,0,0,1.7,48000,86.5,8.7,
IA,Elkport city,100,0,0,0,0,30250,58.8,46.7,
IA,Elk Run Heights city,94.6,1.7,0.3,0.1,2.5,52188,85,3.9,
IA,Elliott city,99.1,0,0.3,0.3,0.9,45250,83.3,6.7,
IA,Ellston city,97.7,0,0,0,0,63750,100,0,
IA,Ellsworth city,92.1,0.2,2.1,0.4,6.8,53393,94,9.8,
IA,Elma city,96.3,1.3,0,0,1.5,38889,91.4,11.2,
IA,Ely city,97.5,0.3,0.1,0.5,2.3,96667,98,2.9,
IA,Emerson city,98.9,0,0,0,0.5,46071,77.9,11.5,
IA,Emmetsburg city,96.9,1,0.2,0.5,2,41964,92.6,10.8,
IA,Epworth city,93.9,0.8,0,4.8,0.4,70380,97.3,7.3,
IA,Essex city,97.2,0,0.6,0,2,48500,92.8,8.4,
IA,Estherville city,90.6,0.8,0.7,0.6,11,43536,87.4,16.2,
IA,Evansdale city,94.8,1.7,0.2,0.5,1.7,43492,90.2,9.5,
IA,Everly city,99.7,0,0.2,0,1,56250,84.6,14.7,
IA,Exira city,98.6,0.2,0.1,0.4,1.4,36442,84.9,16.5,
IA,Exline city,99.4,0,0,0,3.1,33333,73.8,14.1,
IA,Fairbank city,98,0.3,0.1,0,1.8,58472,96,7.7,
IA,Fairfax city,96.1,1.2,0.2,1.1,1.4,87548,97.8,1,
IA,Fairfield city,90.3,2,0.2,3.9,3.6,34890,88.9,23.4,
IA,Farley city,99.3,0.1,0,0,1,75583,94.9,3.6,
IA,Farmersburg city,97,0.3,0,0.3,0.3,40938,94.7,21.2,
IA,Farmington city,97.7,0.3,0.8,0,2.1,50609,92.3,11.4,
IA,Farnhamville city,98.4,0,0.3,0.3,0,39375,96.9,13.9,
IA,Farragut city,99.6,0,0.2,0,2.3,47813,94.8,13.3,
IA,Fayette city,88.6,6.7,0,1.9,2.8,30646,79.1,25.9,
IA,Fenton city,98.6,0.7,0,0.4,0.4,49583,91.7,8,
IA,Ferguson city,98.4,0,0,0,0,45893,88.5,10.5,
IA,Fertile city,97.8,0.5,1.1,0.3,4.9,43393,90.7,1.2,
IA,Floris city,99.3,0,0,0,0.7,44286,88.3,20.9,
IA,Floyd city,98.8,0,0,0,0.3,41250,81.7,11.8,
IA,Fonda city,94.3,0.5,0,0.3,8.7,39750,92.6,16.7,
IA,Fontanelle city,99.7,0,0,0,0.6,38958,90,12.6,
IA,Forest City city,94.9,1.5,0.2,1.3,3,46146,93.8,8.9,
IA,Fort Atkinson city,98,0,0,0,3.2,37813,86.4,3.4,
IA,Fort Dodge city,89.7,5.5,0.4,0.8,5,39315,89.6,18.3,
IA,Fort Madison city,89.3,5.5,0.4,0.6,6.7,42595,91.7,17.7,
IA,Fostoria city,96.5,0,0,0.4,2.6,62917,87.9,8,
IA,Franklin city,99.3,0,0.7,0,0,20398,64.5,39.5,
IA,Fraser city,98,0,0,0,0,71000,89,15.2,
IA,Fredericksburg city,96.1,0.2,0.2,0.1,3.4,36950,90.3,12.2,
IA,Frederika city,98.4,0,0.5,1.1,0,42969,93.2,11.6,
IA,Fredonia city,74.6,0.4,2,2.5,43.9,48958,65.3,19.6,
IA,Fremont city,98.7,0.1,0,0.7,0.4,105355,92.3,6.1,
IA,Fruitland city,96.7,0,0.2,0.4,4.4,49849,89.8,12.3,
IA,Frytown CDP,97,0,0,0,2.4,-,100,0,
IA,Galt city,100,0,0,0,21.9,63065,83.1,19.4,
IA,Galva city,95.4,0.2,0.7,0.2,6.5,40896,90.4,13.5,
IA,Garber city,100,0,0,0,0,55625,93.5,9.2,
IA,Garden City CDP,100,0,0,0,0,(X),100,20.3,
IA,Garden Grove city,97.6,0.9,0,0,0.9,58449,73.7,17.6,
IA,Garnavillo city,98.3,0.5,0,0,1.6,46750,86.6,12.2,
IA,Garner city,97.3,0.6,0,0.3,2,58323,94.8,9.2,
IA,Garrison city,96.2,1.1,0,0,1.6,50625,91.7,6,
IA,Garwin city,96.2,0,0.6,0,3.6,49531,94.5,6,
IA,Geneva city,98.2,0,0,0,0.6,29912,78.1,30.3,
IA,George city,98.5,0.2,0.1,0.2,2.2,50795,84.6,7.4,
IA,Gibson city,98.4,0,0,1.6,0,31250,74.1,19.3,
IA,Gilbert city,95.3,1.4,0.2,1.1,1.5,80833,98.6,10.9,
IA,Gilbertville city,98.6,0,0.1,0.6,1.7,51696,93.1,10.6,
IA,Gillett Grove city,98,0,0,0,0,(X),83.8,21.4,
IA,Gilman city,99.6,0,0,0,0.8,43413,77.9,22.4,
IA,Gilmore City city,97.8,0.4,0,0.4,1.6,38125,90.4,11.8,
IA,Gladbrook city,98.8,0,0,0,1,60078,96.3,4.4,
IA,Glenwood city,96.8,0.6,0.3,0.4,2.7,31756,76.3,27.6,
IA,Glidden city,99,0,0.6,0.1,0.6,55625,93.7,13,
IA,Goldfield city,95.4,0.3,0.5,0,3,39417,89.8,12.7,
